,name,brand,chipset,chipset_gen,ram,ram_max,vga,storage_type,storage,os,screen_size,webcam,weight,price
208,Laptop Acer PREDATOR Helios 16 PH16-71-94N1 NH.QJSSV.002 (Core i9-13900HX/ 32GB/ 1TB SSD/ Nvidia GeForce RTX 4080 12GB GDDR6/ 16.0inch WQXGA/ Windows 11 Home/ Black/ 1 Year),Acer,Intel,i9,32.0,64.0,nvidia,SSD,1024,Windows 11,16.0,1,1.4,129990000 
209,Laptop Acer PREDATOR Helios 18 PH18-71-94SJ NH.QKRSV.002 (Core i9-13900HX/ 32GB/ 1TB SSD/ Nvidia GeForce RTX 4080 12GB GDDR6/ 18.0inch WQXGA/ Windows 11 Home/ Black/ 1 Year),Acer,Intel,i9,32.0,64.0,nvidia,SSD,1024,Windows 11,18.0,1,1.4,127990000 
210,Laptop Apple Macbook Air 15 MQKU3SA/A (M2 8-core CPU/ 8GB/ 256GB/ 10 core GPU/ 15.3inch/ Starlight),Apple,Apple,M2,8.0,32.0,intel,SSD,256,Mac OS,15.0,1,1.51,20990000 
211,"Microsoft Surface Pro 8 Core i7-1185G7/ 16GB/ 256Gb/ Win 10 Pro/ 13"" Touch -  Platinum",Microsoft,Intel,i5,16.0,32.0,intel,SSD,512,Windows 11,15.0,0,1.4,20990000 
212,Microsoft Surface Pro 7 i5/8G/256Gb (Kèm Key) (Platium)- 256Gb/ 12.3Inch/ Wifi/Bluetooth,Microsoft,Intel,i5,16.0,32.0,intel,SSD,512,Windows 11,15.0,0,1.4,30000000 
213,Máy tính xách tay Microsoft Surface Pro 8 (Core i5 1145G7/ 16Gb/ 256GB/ 13.0inch Touch/ Windows 10 Pro/ Platinum),Microsoft,Intel,i5,16.0,32.0,intel,SSD,256,Windows 10,13.0,1,1.4,20990000 
214,Máy tính xách tay Microsoft Surface Laptop 4 (Core i5 1135G7/ 8GB/ 512GB/ 13.4inch Touch/ Windows 10 Home/ Matte Black),Microsoft,Intel,i5,8.0,32.0,intel,SSD,512,Windows 10,13.0,1,1.288,20990000 
215,Máy tính xách tay Microsoft Surface Laptop 4 (Core i5 1135G7/ 8GB/ 512GB/ 13.4inch Touch/ Windows 10 Home/ Ice Blue),Microsoft,Intel,i5,8.0,32.0,intel,SSD,512,Windows 10,13.0,1,1.288,20990000 
216,Máy tính xách tay Microsoft Surface Go 3 (Core i3 10110U/ 8Gb/ 128GB SSD/ 10.5Inch Touch/ Windows 11 Pro/ Platinum),Microsoft,Intel,i3,8.0,32.0,intel,SSD,128,Windows 11,10.0,1,1.4,20990000 
217,Máy tính xách tay Microsoft Surface Go 3 (Core i3 10100Y/ 8GB/ 128GB SSD/ 10.5Inch Touch/ Windows 10 Pro/ Platinum),Microsoft,Intel,i3,8.0,32.0,intel,SSD,128,Windows 10,10.0,1,1.4,20990000 
218,"Microsoft Surface Pro 8 Core i5-1145G7/ 16GB/ 256Gb/ Win 11 Pro/ 13"" Touch -  Platinum",Microsoft,Intel,i5,16.0,32.0,intel,SSD,512,Windows 11,15.0,0,1.4,20990000 
219,Máy tính xách tay Microsoft Surface Pro 8 (Core i5 1145G7/ 8Gb/ 256GB/ 13.0inch Touch/ Windows 10 Pro/ Platinum),Microsoft,Intel,i5,8.0,32.0,intel,SSD,256,Windows 10,13.0,1,1.4,20990000 
220,Máy tính xách tay Microsoft Surface Pro 9 (Core i5 1245U/ 16GB/ 256GB/ 13.0inch Touch/ Windows 11 Pro/ Platinum),Microsoft,Intel,i5,16.0,32.0,intel,SSD,256,Windows 11,13.0,1,1.4,20990000 
221,Máy tính xách tay Microsoft Surface Pro 9 (Core i7 1265U/ 16GB/ 256GB/ 13.0inch Touch/ Windows 11 Pro/ Platinum),Microsoft,Intel,i7,16.0,32.0,intel,SSD,256,Windows 11,13.0,1,1.4,20990000 
222,Laptop HP EliteBook 630 G10 873F2PA (Core i7 1355U/ 16GB/ 512GB SSD/ Intel UHD Graphics/ 13.3inch Full HD/ Windows 11 Home/ Silver/ Vỏ nhôm),HP,Intel,i7,16.0,32.0,intel,SSD,512,Windows 11,13.0,1,1.4,20990000 
223,Laptop Acer Gaming  Nitro17 Phoenix AN17-51-50B9 NH.QK5SV.001 (Core i5 13500H/ 8GB/ 512GB SSD/ Nvidia GeForce RTX 4050 6GB GDDR6/ 17.3inch Full HD/ Windows 11 Home/ Black/ 1 Year),Acer,Intel,i5,8.0,64.0,nvidia,SSD,512,Windows 11,17.0,1,1.4,39990000 
224,Laptop Acer Aspire Gaming A715 76G 5132 NH.QMESV.002 (Core i5 12450H/ 8GB/ 512Gb SSD/ Nvidia GeForce GTX 1650 4GB GDDR6/ 15.6inch Full HD/ Windows 11 Home/ Black/ 1 Year),Acer,Intel,i5,8.0,64.0,nvidia,SSD,512,Windows 11,15.0,1,2.1,17790000 
225,Laptop Microsoft Surface Pro 9 (Core i5 Gen 12th/ 8GB/ 128GB SSD/ 13.0inch Touch/ Windows 11 Home/ Platinum),Microsoft,Intel,i5,8.0,32.0,intel,SSD,128,Windows 11,13.0,1,1.4,20990000 
226,Laptop Acer PREDATOR Helios Neo PHN16-71-53M7 NH.QLUSV.005 (Core i5 13500H/ 16GB/ 512GB SSD/ Nvidia GeForce RTX 4060 8GB GDDR6/ 16.0inch WQXGA/ Windows 11 Home/ Black/ 1 Year),Acer,Intel,i5,16.0,32.0,nvidia,SSD,512,Windows 11,16.0,1,1.4,37990000 
227,Laptop Lenovo V14 G4 IRU 83A0000HVN (Core i3 1315U/ 16GB/ 512GB SSD/ Intel UHD Graphics/ 14.0inch Full HD/ NoOS/ Black/ Vỏ nhựa/ 2 Year),Lenovo,Intel,i3,16.0,16.0,intel,SSD,512,NoOS,14.0,1,1.41,13590000 
228,Laptop Acer Gaming Nitro 16 Phoenix AN16-41-R76E NH.QLLSV.004 (Ryzen 9 7940HS/ 16GB/ 512GB SSD/ Nvidia GeForce RTX 4060 8GB GDDR6/ 16.0inch WQXGA/ Windows 11 Home/ Black/ 1 Year),Acer,AMD,Ryzen 9,16.0,32.0,nvidia,SSD,512,Windows 11,16.0,1,1.4,42990000 
229,Laptop Acer Gaming Nitro 16 Phoenix AN16-41-R3SM NH.QLLSV.003 (Ryzen 7 7840HS/ 16GB/ 512GB SSD/ Nvidia GeForce RTX 4060 8GB GDDR6/ 16.0inch WQXGA/ Windows 11 Home/ Black/ 1 Year),Acer,AMD,Ryzen 7,16.0,32.0,nvidia,SSD,512,Windows 11,16.0,1,1.4,39990000 
230,Laptop Acer Gaming Nitro 5 AN515-58-50D2 NH.QHYSV.005 (Core i5 12500H/ 16GB/ 512GB SSD/ Nvidia GeForce RTX 3060 6GB GDDR6/ 15.6inch Full HD/ Windows 11 Home/ Black/ 1 Year),Acer,Intel,i5,16.0,32.0,nvidia,SSD,512,Windows 11,15.0,1,2.5,35990000 
231,Laptop Acer PREDATOR Helios 16 PH16-71-72BV NH.QJRSV.001 (Core i7 13700HX/ 16GB/ 512GB SSD/ Nvidia GeForce RTX 4070 8GB GDDR6/ 16.0inch WQXGA/ Windows 11 Home/ Black/ 1 Year),Acer,Intel,i7,16.0,32.0,nvidia,SSD,512,Windows 11,16.0,1,1.4,55990000 
232,Laptop Acer PREDATOR Helios 300 PH315-55-751DV NH.QFTSV.002 (Core i7 12700H/ 16GB/ 512GB SSD/ Nvidia GeForce RTX 3070Ti 8GB DDR6/ 16.0inch WQXGA/ Windows 11 Home/ Black/ 1 Year),Acer,Intel,i7,16.0,32.0,nvidia,SSD,512,Windows 11,16.0,1,1.4,49990000 
233,Laptop Lenovo ThinkPad X1 Carbon Gen 11 21HM009QVN TOUCH (Core i5 1335U/ 16GB/ 512GB SSD/ Intel Iris Xe Graphics/ 14.0inch WUXGA Touch/ Windows 11 Pro/ Black Paint/ Carbon Fiber/ 3 Year),Lenovo,Intel,i5,16.0,16.0,intel,SSD,512,Windows 11,14.0,1,1.12,53490000 
234,Laptop Lenovo ThinkPad L15 G4 (Core i5 1340P/ 16GB/ 512GB SSD/ Intel Iris Xe Graphics/ 15.6inch Full HD/ NoOS/ Black/ Aluminium/ 2 Year),Lenovo,Intel,i5,16.0,64.0,intel,SSD,512,NoOS,15.0,1,1.4,24390000 
235,Laptop Lenovo ThinkPad L15 G4 (Core i7 1360P/ 16GB/ 512GB SSD/ Intel Iris Xe Graphics/ 15.6inch Full HD/ NoOS/ Black/ Aluminium/ 2 Year),Lenovo,Intel,i7,16.0,64.0,intel,SSD,512,NoOS,15.0,1,1.4,27290000 
236,Laptop Dell Latitude 7340 42LT734001 (Core i5 1335U/ 16GB/ 256GB SSD/ Intel Iris Xe Graphics/ 13.3inch Full HD+/ NoOS/ Grey/ Aluminium/ 3 Year),Dell,Intel,i5,16.0,16.0,intel,SSD,256,NoOS,13.0,1,1.15,35490000 
237,Laptop Dell Latitude 7340 42LT734002 (Core i7 1355U/ 16GB/ 256GB SSD/ Intel Iris Xe Graphics/ 13.3inch Full HD+/ NoOS/ Grey/ Aluminium/ 3 Year),Dell,Intel,i7,16.0,16.0,intel,SSD,256,NoOS,13.0,1,1.15,37490000 
238,Laptop Dell Latitude 7440 42LT744001 (Core i5 1335U/ 8GB/ 256GB SSD/ Intel Iris Xe Graphics/ 14.0inch Full HD/ NoOS/ Grey/ Aluminium/ 3 Year),Dell,Intel,i5,8.0,16.0,intel,SSD,256,NoOS,14.0,1,1.15,31490000 
239,"Laptop Lenovo LOQ Gaming 15IRH8 82XV00D5VN (Core i7 13620H/ 16GB/ 512GB SSD/ Nvidia GeForce RTX 4060 8GB GDDR6/ 15.6inch Full HD/ Windows 11 Home/ Storm Grey/ PC + ABS (Top), PC + ABS (Bottom)/ 2 Year)",Lenovo,Intel,i7,16.0,16.0,nvidia,SSD,512,Windows 11,15.0,1,2.4,35990000 
240,Laptop Lenovo Legion Gaming Slim 5 16IRH8 82YA00BSVN (Core i5 13500H/ 16GB/ 512GB SSD/ Nvidia GeForce RTX 4050 6GB GDDR6/ 16.0inch WQXGA/ Windows 11 Home/ Storm Grey/ Aluminium/ 3 Year),Lenovo,Intel,i5,16.0,32.0,nvidia,SSD,512,Windows 11,16.0,1,2.4,35990000 
241,Laptop Lenovo Legion Gaming Slim 5 16APH8 82Y9002YVN (Ryzen 7 7840HS/ 16GB/ 512GB SSD/ Nvidia GeForce RTX 4060 8GB GDDR6/ 16.0inch WQXGA/ Windows 11 Home/ Storm Grey/ Aluminium/ 3 Year),Lenovo,AMD,Ryzen 7,16.0,32.0,nvidia,SSD,512,Windows 11,16.0,1,2.4,38990000 
242,Laptop Lenovo Legion Gaming 9 16IRX8 83AG0047VN (Core i9-13900HX/ 64GB/ 1TB SSD/ Nvidia GeForce RTX 4090 16GB GDDR6/ 16.0inch WQXGA/ Windows 11 Home/ Storm Grey/ Aluminium/ 3 Year),Lenovo,Intel,i9,64.0,32.0,nvidia,SSD,1024,Windows 11,16.0,1,2.4,136000000 
243,Laptop Apple Macbook Pro 14 MRX83SA/A (Apple M3 Max 14 Core CPU/ 36GB/ 1TB/ 30 core GPU/ Silver),Apple,Apple,M3,36.0,32.0,intel,SSD,1024,Mac OS,14.0,1,1.4,20990000 
244,Laptop Apple Macbook Pro 14 MRX53SA/A (Apple M3 Max 14 Core CPU/ 36GB/ 1TB/ 30 core GPU/ Space Black),Apple,Apple,M3,36.0,32.0,intel,SSD,1024,Mac OS,14.0,1,1.4,20990000 
245,Laptop Apple Macbook Pro 14 MTL73SA/A (Apple M3 8 Core CPU/ 8GB/ 512GB/ 10 core GPU/ Space Gray),Apple,Apple,M3,8.0,32.0,intel,SSD,512,Mac OS,14.0,1,1.4,20990000 
246,Laptop Apple Macbook Pro 14 MR7K3SA/A (Apple M3 8 Core CPU/ 8GB/ 1TB/ 10 core GPU/ Silver),Apple,Apple,M3,8.0,32.0,intel,SSD,1024,Mac OS,14.0,1,1.4,20990000 
247,Laptop Apple Macbook Pro 14 MTL83SA/A (Apple M3 8 Core CPU/ 8GB/ 1TB/ 10 core GPU/ Space Gray),Apple,Apple,M3,8.0,32.0,intel,SSD,1024,Mac OS,14.0,1,1.4,20990000 
248,Laptop LG Gram 2023 14Z90R-G.AH75A5 (Core i7 1360P/ 16GB/ 512GB SSD/ Intel Iris Xe Graphics/ 14.0inch WUXGA/ Windows 11 Home/ Black),HP,Intel,i5,16.0,32.0,intel,SSD,512,Windows 11,15.0,0,1.4,20990000 
249,Laptop Lenovo ThinkPad P16s G2 21HK0034VN (Core i5 1340P/ 16GB/ 512GB SSD/ Nvidia GeForce RTX A500 4GB DDR6/ 16.0inch WUXGA/ Windows 11 Pro/ Black/ Aluminium/ 3 Year),Lenovo,Intel,i5,16.0,16.0,nvidia,SSD,512,Windows 11,16.0,1,1.7,39990000 
250,Laptop Lenovo ThinkPad P16s G2 21HK0035VN (Core i7 1360P/ 16GB/ 512GB SSD/ Nvidia GeForce RTX A500 4GB DDR6/ 16.0inch WUXGA/ Windows 11 Pro/ Black/ Aluminium/ 3 Year),Lenovo,Intel,i7,16.0,16.0,nvidia,SSD,512,Windows 11,16.0,1,1.7,43990000 
251,Laptop Lenovo ThinkPad P14s G4 21HF003NVN (Core i7 1360P/ 16GB/ 512GB SSD/ Nvidia GeForce RTX A500 4GB DDR6/ 14.0inch 2.2K/ Windows 11 Pro/ Black/ Aluminium/ 3 Year),Lenovo,Intel,i7,16.0,16.0,nvidia,SSD,512,Windows 11,14.0,1,1.34,45190000 
252,Laptop Acer Gaming Nitro Tiger AN515 58 50EE NH.QFHSV.007 (Core i5 12450H/ 8GB/ 512GB SSD/ Nvidia GeForce RTX 3050 4Gb GDDR6/ 15.6inch Full HD/ Windows 11 Home/ Black/ 1 Year),Acer,Intel,i5,8.0,32.0,nvidia,SSD,512,Windows 11,15.0,1,2.5,24990000 
253,Laptop Dell Inspiron 3530 I5U085W11SLU (Core i5 1335U/ 8GB/ 512GB SSD/ Intel UHD Graphics/ 15.6inch Full HD/ Windows 11 Home + Office Student/ Silver/ Vỏ nhựa/ 1 Year),Dell,Intel,i5,8.0,16.0,intel,SSD,512,Windows 11,15.0,1,1.66,20990000 
254,Laptop Dell Vostro V3420 V4I5702W1 (Core i5 1235U/ 8GB/ 512GB SSD/ Intel Iris Xe Graphics/ 14.0inch Full HD/ Windows 11 Home + Office Student/ Titan Grey/ 1 Year),Dell,Intel,i5,8.0,16.0,intel,SSD,512,Windows 11,14.0,1,1.49,15890000 
255,Laptop Lenovo V15 G4 IRU 83A10008VN (Core i5 1335U/ 8GB/ 512GB SSD/ Intel Iris Xe Graphics/ 15.6inch Full HD/ NoOS/ Grey/ ABS/ 2 Year),Lenovo,Intel,i5,8.0,16.0,intel,SSD,512,NoOS,15.0,1,1.7,13990000 
256,Laptop Lenovo IdeaPad Slim 5 14IMH9 OLED 83DA0020VN (Ultra 7 155H/ 32GB/ 1TB SSD/ Intel UHD Graphics/ 14.0inch WUXGA/ Windows 11 Home/ Grey/ Vỏ nhôm/ 2 Year),Lenovo,Ultra,7,32.0,32.0,intel,SSD,1024,Windows 11,14.0,1,1.46,27990000 
257,Laptop Apple Macbook Air 15 MRYV3SA/A Apple M3 8 Core CPU/ 8GB/ 512GB/ 10 core GPU/ 15.3inch/ Midnight,Apple,Apple,M3,8.0,32.0,intel,SSD,512,Mac OS,15.0,1,1.51,20990000 
258,Laptop Apple Macbook Air 15 MRYT3SA/A Apple M3 8 Core CPU/ 8GB/ 512GB/ 10 core GPU/ 15.3inch/ Starlight,Apple,Apple,M3,8.0,32.0,intel,SSD,512,Mac OS,15.0,1,1.51,20990000 
259,Laptop Apple Macbook Air 15 MRYQ3SA/A Apple M3 8 Core CPU/ 8GB/ 512GB/ 10 core GPU/ 15.3inch/ Silver,Apple,Apple,M3,8.0,32.0,intel,SSD,512,Mac OS,15.0,1,1.51,20990000 
260,Laptop Apple Macbook Air 15 MRYN3SA/A Apple M3 8 Core CPU/ 8GB/ 512GB/ 10 core GPU/ 15.3inch/ Space Gray,Apple,Apple,M3,8.0,32.0,intel,SSD,512,Mac OS,15.0,1,1.51,20990000 
261,Laptop Apple Macbook Air 15 MRYU3SA/A Apple M3 8 Core CPU/ 8GB/ 256GB/ 10 core GPU/ 15.3inch/ Midnight,Apple,Apple,M3,8.0,32.0,intel,SSD,256,Mac OS,15.0,1,1.51,20990000 
262,Laptop Apple Macbook Air 15 MRYR3SA/A Apple M3 8 Core CPU/ 8GB/ 256GB/ 10 core GPU/ 15.3inch/ Starlight,Apple,Apple,M3,8.0,32.0,intel,SSD,256,Mac OS,15.0,1,1.51,20990000 
263,Laptop Apple Macbook Air 15 MRYP3SA/A Apple M3 8 Core CPU/ 8GB/ 256GB/ 10 core GPU/ 15.3inch/ Silver,Apple,Apple,M3,8.0,32.0,intel,SSD,256,Mac OS,15.0,1,1.51,20990000 
264,Laptop Apple Macbook Air 15 MRYM3SA/A Apple M3 8 Core CPU/ 8GB/ 256GB/ 10 core GPU/ 15.3inch/ Space Gray,Apple,Apple,M3,8.0,32.0,intel,SSD,256,Mac OS,15.0,1,1.51,20990000 
265,Laptop Apple Macbook Air 15 MXD43SA/A Apple M3 8 Core CPU/ 16GB/ 512GB/ 10 core GPU/ 15.3inch/ Midnight,Apple,Apple,M3,16.0,32.0,intel,SSD,512,Mac OS,15.0,1,1.51,20990000 
266,Laptop Apple Macbook Air 15 MXD33SA/A Apple M3 8 Core CPU/ 16GB/ 512GB/ 10 core GPU/ 15.3inch/ Starlight,Apple,Apple,M3,16.0,32.0,intel,SSD,512,Mac OS,15.0,1,1.51,20990000 
267,Laptop Dell Mobile WTS Mobile WTS 3581 71023331 (Core i7 13800H/ 16GB/ 512GB SSD/ Nvidia GeForce RTX A500 4GB DDR6/ 15.6inch Full HD/ NoOS/ Grey/ 3 Year),Dell,Intel,i7,16.0,64.0,nvidia,SSD,512,NoOS,15.0,1,1.8,45300000 
268,Laptop Dell Mobile WTS Mobile WTS 5680 71023332 (Core i7 13800H/ 16GB/ 512GB SSD/ Nvidia Quadro A2000 8GB GDDR6/ 16.0inch FHD+/ NoOS/ Grey/ 3 Year),Dell,Intel,i7,16.0,64.0,nvidia,SSD,512,NoOS,16.0,1,1.4,84700000 
269,Laptop Dell Mobile WTS Mobile WTS 5680 71023333 (Core i7 13800H/ 16GB/ 512GB SSD/ Nvidia Quadro A1000 6GB GDDR6/ 16.0inch FHD+/ NoOS/ Grey/ 3 Year),Dell,Intel,i7,16.0,64.0,nvidia,SSD,512,NoOS,16.0,1,1.4,78800000 
270,Laptop Dell Mobile WTS Mobile WTS 7680 71023334 (Core i7 13850HX/ 16GB/ 512GB SSD/ Nvidia Quadro A2000 8GB GDDR6/ 16.0inch FHD+/ NoOS/ Grey/ 3 Year),Dell,Intel,i7,16.0,64.0,nvidia,SSD,512,NoOS,16.0,1,1.4,74200000 
271,Laptop Dell Latitude 3540 71021487 (Core i5 1335U/ 8GB/ 256GB SSD/ Intel UHD Graphics/ 15.6inch Full HD/ NoOS/ Grey/ Vỏ nhựa/ 1 Year),Dell,Intel,i5,8.0,16.0,intel,SSD,256,NoOS,15.0,1,1.66,20200000 
272,Laptop Dell Latitude 3540 71021488 (Core i7 1355U/ 8GB/ 512GB SSD/ Intel UHD Graphics/ 15.6inch Full HD/ NoOS/ Grey/ Vỏ nhựa/ 1 Year),Dell,Intel,i7,8.0,16.0,intel,SSD,512,NoOS,15.0,1,1.66,25200000 
273,Laptop Dell Latitude 3540 71021489 (Core i7 1355U/ 16GB/ 512GB SSD/ Intel UHD Graphics/ 15.6inch Full HD/ NoOS/ Grey/ Vỏ nhựa/ 1 Year),Dell,Intel,i7,16.0,16.0,intel,SSD,512,NoOS,15.0,1,1.66,26800000 
274,Laptop Samsung Galaxy Chromebook Go 14inch - XE340XDA (Celeron N4500/ 4GB/ 32GB/ Intel UHD Graphics/ 14.0inch/ Bạc/ 1 Year),HP,Celeron,N4500,4.0,32.0,intel,SSD,32,Windows 11,14.0,1,1.4,11990000 
275,Laptop Lenovo Legion Gaming Pro 7 16IRX9H 83DE001MVN (Core i9-14900HX/ 32GB/ 1TB SSD/ Nvidia GeForce RTX 4090 16GB GDDR6/ 16.0inch WQXGA/ Windows 11 Home/ Storm Grey/ Aluminium/ 3 Year),Lenovo,Intel,i9,32.0,32.0,nvidia,SSD,1024,Windows 11,16.0,1,2.55,109990000 
276,Laptop Lenovo ThinkPad X13 GEN 4 21EX006GVN (Core i7 1355U/ 16GB/ 512GB SSD/ Intel Iris Xe Graphics/ 13.3inch WUXGA/ Windows 11 Pro/ Black/ Carbon Fiber/ 3 Year),Lenovo,Intel,i7,16.0,16.0,intel,SSD,512,Windows 11,13.0,1,1.12,40790000 
277,Laptop Lenovo ThinkPad X13 GEN 4 21EX006MVN (Core i7 1355U/ 32GB/ 1TB SSD/ Intel Iris Xe Graphics/ 13.3inch WUXGA/ Windows 11 Pro/ Black/ Carbon Fiber/ 3 Year),Lenovo,Intel,i7,32.0,16.0,intel,SSD,1024,Windows 11,13.0,1,1.12,46190000 
278,Laptop Dell Inspiron 3530 N5I5007W1 (Core i5 1335U/ 16GB/ 512GB SSD/ Intel UHD Graphics/ 15.6inch Full HD/ Windows 11 Home + Office Student/ Silver/ Vỏ nhựa/ 1 Year),Dell,Intel,i5,16.0,16.0,intel,SSD,512,Windows 11,15.0,1,1.66,20990000 
279,Laptop Dell Inspiron 3520 N5I5052W1 (Core i5 1235U/ 16GB/ 512GB SSD/ Intel UHD Graphics/ 15.6inch Full HD/ Windows 11 Home + Office Student/ Silver/ Vỏ nhựa/ 1 Year),Dell,Intel,i5,16.0,16.0,intel,SSD,512,Windows 11,15.0,1,1.83,16990000 
280,Laptop Dell Inspiron 5440 N4I5211W1 (Core i5 120U/ 16GB/ 512GB SSD/ Intel Iris Xe Graphics/ 14.0inch Full HD+/ Windows 11 Home + Office Student/ Platinium Silve/ Vỏ nhôm/ 1 Year),Dell,Intel,i5,16.0,64.0,intel,SSD,512,Windows 11,14.0,1,1.69,24490000 
281,Laptop Dell Inspiron 5440 N4I7204W1 (Core i7 150U/ 16GB/ 512GB SSD/ Intel Iris Xe Graphics/ 14.0inch Full HD+/ Windows 11 Home + Office Student/ Platinium Silve/ Vỏ nhôm/ 1 Year),Dell,Intel,i7,16.0,64.0,intel,SSD,512,Windows 11,14.0,1,1.69,26490000 
282,Laptop Dell Inspiron N5640 N6I5419W1 (Core i5 1334U/ 16GB/ 512GB SSD/ Intel Iris Xe Graphics/ 16.1inch FHD+/ Windows 11 Home + Office Student/ Ice Blue/ Vỏ nhôm/ 1 Year),Dell,Intel,i5,16.0,64.0,intel,SSD,512,Windows 11,16.0,1,1.8,24490000 
283,Laptop Dell Inspiron N5640 N6I7512W1 (Core i7 150U/ 16GB/ 512GB SSD/ Nvidia GeForce MX570 2GB GDDR6/ 16.0inch 2.5K/ Windows 11 Home + Office Student/ Ice Blue/ Vỏ nhôm/ 1 Year),Dell,Intel,i7,16.0,64.0,nvidia,SSD,512,Windows 11,16.0,1,1.8,32990000 
284,Laptop Dell XPS 13  Plus 9340 XPSU5002W1 (Ultra 5 125H/ 16GB/ 2TB SSD/ Intel Iris Xe Graphics/ 13.4inch FHD+/ Win11 + Office Student + McAfee LS/ Platinum/ Nhôm nguyên khối/ 1 Year),Dell,Ultra,5,16.0,16.0,intel,SSD,2048,Windows 11,13.0,1,1.4,59990000 
285,Laptop Lenovo ThinkPad T14 GEN 3 21AH00NYVN (Core i7 1265U/ 16GB/ 512GB SSD/ Intel UHD Graphics/ 14.0inch WUXGA/ Windows 11 Pro/ Black/ Carbon Fiber),Lenovo,Intel,i7,16.0,48.0,intel,SSD,512,Windows 11,14.0,1,1.5,20990000 
286,Laptop Acer Swift SFX14-71G-78SY NX.KEVSV.006 (Core i7 13700H/ 32GB/ 1TB SSD/ Nvidia GeForce RTX 4050 6GB GDDR6/ 16.0inch 2.8K/ Windows 11 Home/ Gray/ Nhôm),Acer,Intel,i7,32.0,32.0,nvidia,SSD,1024,Windows 11,16.0,1,1.5,42990000 
287,Laptop HP Pavilion x360 14-ek1045TU 80R23PA (Core i3 1315U/ 8GB/ 256GB SSD/ Intel UHD Graphics/ 14.0inch FHD TouchScreen/ Windows 11 Home/ Blue/ Vỏ nhôm/ Pen),HP,Intel,i3,8.0,32.0,intel,SSD,256,Windows 11,14.0,1,1.51,17290000 
288,Laptop Asus TUF Gaming FA617NS-N3486W (Ryzen 7 7735HS/ 8GB/ 512GB SSD/ AMD Radeon Graphics/ 16.0inch WUXGA/ Windows 11 Home/ Vàng/ Vỏ nhôm),Asus,AMD,Ryzen 7,8.0,32.0,amd,SSD,512,Windows 11,16.0,1,2.2,32990000 
289,Laptop HP Pavilion 15-eg3097TU 8C5L8PA (Core i5 1335U/ 8GB/ 512GB SSD/ Intel Iris Xe Graphics/ 15.6inch Full HD/ Windows 11 Home/ Silver/ Vỏ nhôm),HP,Intel,i5,8.0,32.0,intel,SSD,512,Windows 11,15.0,1,1.69,20990000 
290,Laptop HP Pavilion 15-eg3111TU 8U6L8PA (Core i5 1335U/ 16GB/ 512GB SSD/ Intel Iris Xe Graphics/ 15.6inch Full HD/ Windows 11 Home/ Silver/ Vỏ nhôm),HP,Intel,i5,16.0,64.0,intel,SSD,512,Windows 11,15.0,1,1.69,20590000 
291,Laptop HP Gaming Victus 16-r0127TX 8C5N2PA (Core i7 13700H/ 16GB/ 512GB SSD/ Nvidia GeForce RTX 4060 8GB GDDR6/ 15.6inch Full HD/ Windows 11 Home/ Black),HP,Intel,i7,16.0,32.0,nvidia,SSD,512,Windows 11,15.0,1,2.29,38390000 
292,Laptop HP EliteBook 1040 G9 6Z982PA (Core i7 1255U/ 16GB/ 512GB SSD/ Intel Iris Xe Graphics/ 14.0inch WUXGA Touch/ Windows 11 Pro/ Silver/ Vỏ nhôm),HP,Intel,i7,16.0,32.0,intel,SSD,512,Windows 11,14.0,1,1.35,49990000 
293,Laptop MSI Prestige 13 Evo A13M-081VN (Core i7 1360P/ 16GB/ 1TB SSD/ Intel Iris Xe Graphics/ 13.3inch Full HD+/ Windows 11 Home/ Xám/ Vỏ nhôm/ Túi),MSI,Intel,i7,16.0,32.0,intel,SSD,1024,Windows 11,13.0,1,1.29,31990000 
294,Laptop HP Envy X360 13-bf0113TU 7C0V8PA (Core i5 1230U/ 8GB/ 512GB SSD/ Intel Iris Xe Graphics/ 13.3inch OLED Touch/ Windows 11 Home/ Blue/ Vỏ nhôm/ Pen),HP,Intel,i5,8.0,32.0,intel,SSD,512,Windows 11,13.0,1,1.34,28790000 
295,Laptop Asus Vivobook Pro K3405VC-KM006W (Core i5 13500H/ 16GB/ 512GB SSD/ Nvidia GeForce RTX 3050 4Gb GDDR6/ 14.0inch 2.8K/ Windows 11 Home/ Silver),Asus,Intel,i5,16.0,24.0,nvidia,SSD,512,Windows 11,14.0,1,1.4,29490000 
296,Laptop MSI Gaming Katana 15 B13VEK-252VN (Core i7-13620H/ 8GB/ 512GB SSD/ Nvidia GeForce RTX 4050 6GB GDDR6/ 15.6inch Full HD/ Windows 11 Home/ Black/ Vỏ nhựa/ Balo),MSI,Intel,i7,8.0,64.0,nvidia,SSD,512,Windows 11,15.0,1,2.25,26990000 
297,Laptop MSI Gaming Crosshair 17 A12UEZ-272VN (Core i7 12700H/ 16GB/ 1TB SSD/ Nvidia GeForce RTX 3060 6GB GDDR6/ 17.3inch Full HD/ Windows 11 Home/ Black/ Vỏ nhôm/ Balo),MSI,Intel,i7,16.0,32.0,nvidia,SSD,1024,Windows 11,17.0,1,2.6,43990000 
