,Unnamed: 0,name,brand,chipset,chipset_gen,ram,ram_max,vga,storage_type,storage,os,screen_size,screen_revolution,battery,weight,price,screen_width,screen_height
293,293,Laptop Acer Aspire 3 A314-36M-34AP (NX.KMRSV.001) (i3 N305/8GB RAM/512GB SSD/14.0 inch FHD IPS/Vỏ kim loại/Win 11/Xanh),Acer,Intel,i3,8.0,16.0,intel,SSD,512,Windows 11,14.0,FHD,40.0,1.7,10699000.0,1920.0,1080.0
294,294,Laptop HP Pavilion 15-eg3091TU (8C5L2PA) (i7 1355U/16GB RAM/512GB SSD/15.6 FHD/Win11/Vàng),HP,Intel,i7,16.0,16.0,intel,SSD,512,Windows 11,15.6,FHD,41.04,1.68,22149000.0,1920.0,1080.0
295,295,Laptop HP 15-fd0083TU (8D736PA) (i7 1355U/16GB RAM/512GB SSD/15.6 FHD/Win11/Bạc),HP,Intel,i7,16.0,16.0,intel,SSD,512,Windows 11,15.6,FHD,41.0,1.59,20149000.0,1920.0,1080.0
296,296,Laptop Dell Vostro 15 3530 (V3530-i7U085W11GRD2) (i7 1355U 8GB RAM/512GB SSD/MX550 2G/15.6 inch FHD 120Hz/Win11/OfficeHS21/Xám),Dell,Intel,i7,8.0,16.0,nvidia,SSD,512,Windows 11,15.6,FHD,54.0,1.65,21699000.0,1920.0,1080.0
297,297,Laptop Dell Vostro 3520 (F0V0V A02) (i5-1235U/16GB RAM/512GB SSD/15.6 inch FHD 120Hz/Dos/Đen) (NK_Bảo hành tại HACOM),Dell,Intel,i5,16.0,16.0,intel,SSD,512,Dos,15.6,FHD,41.0,1.83,13299000.0,1920.0,1080.0
298,298,Laptop Lenovo ThinkBook 15 G4 (21DJ00GUVN) (i5 1235U/8GB RAM/256GB SSD/15.6 FHD/Dos/Xám),Lenovo,Intel,i5,8.0,40.0,intel,SSD,256,NoOS,15.6,FHD,45.0,1.7,16299000.0,1920.0,1080.0
299,299,Laptop Dell Latitude 3540 (71021487) (i5-1335U/8GB RAM/256GB SSD/15.6 inch FHD/ Fedora/Xám),Dell,Intel,i5,8.0,16.0,intel,SSD,512,Fedora,15.6,FHD,42.0,1.86,15699000.0,1920.0,1080.0
300,300,Laptop Dell Vostro 3520 (i3 1215U 8GB/512GB SSD/15.6 inch FHD 120Hz/Dos/Đen) (NK_Bảo hành tại HACOM),Dell,Intel,i3,8.0,16.0,intel,SSD,512,Dos,15.6,FHD,41.0,1.66,9699000.0,1920.0,1080.0
301,301,Laptop Dell Vostro 15 3530 (80GG92) (i3 1305U 8GB RAM/256GB SSD/15.6 inch FHD 120Hz/Win11/OfficeHS21/Xám),Dell,Intel,i3,8.0,16.0,intel,SSD,256,Windows 11,15.6,FHD,41.0,1.65,12099000.0,1920.0,1080.0
302,302,Laptop Lenovo ThinkBook 15 G4 (21DJ00CWVN) (i7 1255U/8GB RAM/512GB SSD/15.6 FHD/Win11/Xám),Lenovo,Intel,i7,8.0,40.0,intel,SSD,512,NoOS,15.6,FHD,45.0,1.7,17349000.0,1920.0,1080.0
303,303,Laptop Dell Vostro 3520 (P112F007) (i7-1255U/16GB/512GB SSD/15.6 inch FHD 120Hz/Dos/Đen) (NK_Bảo hành tại HACOM),Dell,Intel,i7,16.0,16.0,intel,SSD,512,Dos,15.6,FHD,41.0,1.83,16949000.0,1920.0,1080.0
304,304,Laptop Acer Aspire 3 A315-58-529V (NX.ADDSV.00N) (i5 1135G7/RAM 4GB (onboard) + 4GB (rời)/256GB SSD/15.6 inch FHD/Win 11/Bạc),Acer,Intel,i5,4.0,12.0,intel,SSD,256,Windows 11,15.6,FHD,36.7,1.7,11799000.0,1920.0,1080.0
305,305,Laptop Acer Aspire 5 A515-58P-56RP (NX.KHJSV.008) (i5 1335U/16GB RAM/512GB SSD/15.6 inch FHD/Win11/Xám) (2023),Acer,Intel,i5,16.0,16.0,intel,SSD,512,Windows 11,15.6,FHD,50.0,1.7,15299000.0,1920.0,1080.0
306,306,Laptop Dell Vostro 3420 (71003348) (i5 1235U/8GB RAM/512GB SSD/14.0 inch FHD/Win11/Office HS21/Xám),Dell,Intel,i5,8.0,16.0,intel,SSD,512,Windows 11,14.0,FHD,41.0,1.49,14699000.0,1920.0,1080.0
307,307,Laptop Dell Vostro 3430 (71011900) (i5 1335U 8GB RAM/512GB SSD/ 14.0FHD/Win11/OfficeHS21/Xám),Dell,Intel,i5,8.0,16.0,intel,SSD,512,Windows 11,14.0,FHD,41.0,1.44,16699000.0,1920.0,1080.0
308,308,Laptop Dell Vostro 3430 (71026453) (i3 1305U 8GB RAM/512GB SSD/ 14.0FHD/Win11/OfficeHS21/Xám),Dell,Intel,i3,8.0,16.0,intel,SSD,512,Windows 11,14.0,FHD,41.0,1.44,12499000.0,1920.0,1080.0
309,309,Laptop MSI Modern 15 (B12MO-628VN) (i5 1235U/16GB RAM/512GB SSD/15.6 inch FHD IPS/Win11/Đen) ,MSI,Intel,i5,16.0,16.0,intel,SSD,512,Windows 11,15.6,FHD,41.0,1.7,13699000.0,1920.0,1080.0
310,310, Laptop Dell Inspiron 3520 (25P231) (i5 1235U 16GB RAM/512GB SSD/15.6 inch FHD 120Hz/Win11/OfficeHS21/Đen),Dell,Intel,i5,16.0,16.0,intel,SSD,512,Windows 11,15.6,FHD,41.0,1.65,15499000.0,1920.0,1080.0
311,311,Laptop Dell Inspiron 3520 (71027003) (i5 1235U 8GB RAM/512GB SSD/15.6 inch FHD/Win11/OfficeHS21/Đen)	,Dell,Intel,i5,8.0,16.0,intel,SSD,512,Windows 11,15.6,FHD,41.0,1.65,14499000.0,1920.0,1080.0
312,312,Laptop HP Pavilion 15-eg3111TU (8U6L8PA) (i5 1335U/16GB RAM/512GB SSD/15.6 FHD/Win11/Bạc),HP,Intel,i5,16.0,16.0,intel,SSD,512,Windows 11,15.6,FHD,41.04,1.68,18799000.0,1920.0,1080.0
313,313,Laptop Dell Vostro 3520 (5M2TT2) (i5 1235U 8GB RAM/512GB SSD/15.6 inch FHD/Win11/OfficeHS21/Xám),Dell,Intel,i5,8.0,32.0,intel,SSD,512,Windows 11,15.6,FHD,41.0,1.65,14499000.0,1920.0,1080.0
314,314,Laptop Acer Aspire Lite AL15-51M-55NB (NX.KRSSV.001) (i5 1155G7/8GB/512GB SSD/15.6FHD/Win 11/vỏ kim loại/Đen) ,Acer,Intel,i5,8.0,32.0,intel,SSD,512,Windows 11,15.6,FHD,36.0,1.7,11799000.0,1920.0,1080.0
315,315,Laptop Dell Vostro 15 3530 (80GG9) (i5 1335U 8GB RAM/512GB SSD/15.6 inch FHD 120Hz/Win11/OfficeHS21/Xám),Dell,Intel,i5,8.0,16.0,intel,SSD,512,Windows 11,15.6,FHD,41.0,1.65,16599000.0,1920.0,1080.0
316,316,Laptop Acer Aspire 5 A515-58M-56YX (NX.KQ8SV.005) (i5-13420H/16GB RAM/512GB SSD/15.6 inch FHD/Win11/Xám),Acer,Intel,i5,16.0,16.0,intel,SSD,512,Windows 11,15.6,FHD,50.0,1.7,15899000.0,1920.0,1080.0
317,317,Laptop Dell Inspiron 3530 (N3530-i3U085W11BLU) (i3 1305U 8GB RAM/512GB SSD/15.6 inch FHD 120Hz/Win11/OfficeHS21/Đen),Dell,Intel,i3,8.0,32.0,intel,SSD,512,Windows 11,15.6,FHD,41.0,1.65,12499000.0,1920.0,1080.0
318,318,Laptop HP 14-dq5122TU (8W356PA) (i3 1215U/8GB RAM/256GB SSD/14 FHD/Win11/Bạc),HP,Intel,i3,4.0,16.0,intel,SSD,256,Windows 11,14.0,FHD,41.04,1.4,10099000.0,1920.0,1080.0
319,319,Laptop Acer Aspire 3 A315-510P-34XZ (NX.KDHSV.006) (i3-N305/8GB RAM/512GB SSD/15.6 inch FHD/Win11/Bạc),Acer,Intel,i3,8.0,16.0,intel,SSD,512,Windows 11,15.6,FHD,40.0,1.7,9499000.0,1920.0,1080.0
320,320,Laptop Acer Swift 3 SF314-512-56QN (NX.K0FSV.002) (i5-1240P/16GB RAM/512GB SSD/14.0 inch QHD IPS/Win11/Bạc/vỏ nhôm) ,Acer,Intel,i5,16.0,16.0,intel,SSD,512,Windows 11,14.0,QHD,56.0,1.2,18799000.0,2560.0,1440.0
321,321,Laptop Asus X1504VA-NJ069W (i3 1315U/8GB RAM/512GB SSD/15.6 FHD/Win11/Bạc),Asus,Intel,i3,8.0,16.0,intel,SSD,512,Windows 11,15.6,FHD,42.0,1.7,10599000.0,1920.0,1080.0
322,322,Laptop Dell Inspiron 3520 (N3520-i5U085W11BLU) (i5 1235U 8GB RAM/512GB SSD/15.6 inch FHD/Win11/OfficeHS21/Đen),Dell,Intel,i5,8.0,16.0,intel,SSD,512,Windows 11,15.6,FHD,41.0,1.65,14399000.0,1920.0,1080.0
323,323,Laptop Acer Aspire 7 A715-76-53PJ (NH.QGESV.007) (i5 12450H/16GB RAM/512GB SSD/15.6 inch FHD/Win11/Đen),Acer,Intel,i5,16.0,16.0,intel,SSD,512,Windows 11,15.6,FHD,50.0,2.1,16299000.0,1920.0,1080.0
324,324,Asus Vivobook 15 OLED A1505VA - L1114W (i5 13500H/16GB RAM/512GB SSD/15.6 Oled/Win11/Đen),Asus,Intel,i5,16.0,16.0,intel,SSD,512,Windows 11,15.6,FHD,50.0,1.7,17799000.0,1920.0,1080.0
325,325,Laptop Asus Gaming TUF FX506HF-HN078W (i5 11260H/16GB RAM/512GB SSD/15.6 FHD 144hz/RTX 2050 4GB/Win11/Đen),Asus,Intel,i5,16.0,32.0,nvidia,SSD,512,Windows 11,15.6,FHD,48.0,2.3,17199000.0,1920.0,1080.0
326,326,Laptop MSI Gaming Cyborg 15 (A12UCX-618VN) (i5 12450H/16GB/512GB SSD/RTX2050 4GB/15.6 inch FHD 144Hz/Win11/Đen) (2023),MSI,Intel,i5,16.0,64.0,nvidia,SSD,512,Windows 11,15.6,FHD,53.5,1.98,17499000.0,1920.0,1080.0
327,327,Laptop Lenovo Gaming LOQ 15IAX9 (83GS001RVN) (i5 12450HX/12GB RAM/512GB SSD/15.6 FHD 144hz/RTX 3050 6G/Win11/Xám),Lenovo,Intel,i5,12.0,32.0,nvidia,SSD,512,Windows 11,15.6,FHD,60.0,2.4,20299000.0,1920.0,1080.0
328,328,Laptop MSI Gaming Cyborg 15 (A12VE-240VN) (i7 12650H/8GB/512GB SSD/RTX4050 6GB/15.6FHD 144Hz/Win11/Đen),MSI,Intel,i5,8.0,64.0,intel,SSD,512,Windows 11,15.6,FHD,53.5,1.98,22840000.0,1920.0,1080.0
329,329,Laptop MSI Gaming GF63 Thin (12UCX-841VN) (i5-12450H/8GB RAM/512GB SSD/RTX2050 4GB/15.6 inch FHD 144Hz IPS/Win11/Đen),MSI,Intel,i5,8.0,64.0,nvidia,SSD,512,Windows 11,15.6,FHD,51.0,1.86,16290000.0,1920.0,1080.0
330,330,Laptop Acer Gaming Nitro 5 AN515-58-769J (NH.QFHSV.003) (i7 12700H/8GB Ram/512GB SSD/RTX3050 4G/15.6 inch FHD 144Hz/Win 11/Đen) ,Acer,Intel,i7,8.0,16.0,nvidia,SSD,512,Windows 11,15.6,FHD,57.5,2.5,22349000.0,1920.0,1080.0
331,331,Laptop Acer Gaming Aspire 7 A715-76G-59MW (NH.QMYSV.001) (i5 12450H/8GB RAM/512GB SSD/RTX2050 4G/15.6 inch FHD//Win11/Đen/Vỏ nhôm) (2023),Acer,Intel,i5,8.0,16.0,nvidia,SSD,512,Windows 11,15.6,FHD,50.0,2.1,18299000.0,1920.0,1080.0
332,332,Laptop MSI Gaming GF63 Thin (12VE-460VN) (i5-12450H/8GB RAM/512GB SSD/RTX4050 6GB/15.6 inch FHD 144Hz/Win11/Đen),MSI,Intel,i5,8.0,32.0,nvidia,SSD,512,Windows 11,15.6,FHD,51.0,1.86,21789000.0,1920.0,1080.0
333,333,Laptop MSI Gaming Katana 15 (B13VGK-1211VN) ((i7 13620H/16GB RAM/1TB SSD/RTX4070 8GB/15.6 inch FHD 144Hz/Win11/Đen) (2023),MSI,Intel,i7,8.0,64.0,intel,SSD,512,Windows 11,15.6,FHD,53.5,2.2,40340000.0,1920.0,1080.0
334,334,Laptop MSI Gaming GF63 Thin (12UC-887VN) (i7-12650H/8GB RAM/512GB SSD/RTX3050 Max Q 4GB/15.6 inch FHD 144Hz IPS/Win11/Đen),MSI,Intel,i7,8.0,64.0,intel,SSD,512,Windows 11,15.6,FHD,51.0,1.86,19340000.0,1920.0,1080.0
335,335,Laptop Gigabyte G5 (KF-E3VN333SH) (i5 12500H/8GB RAM/512GB SSD/RTX4060 8G/15.6 inch FHD 144Hz/Win 11/Đen),Gigabyte,Intel,i5,8.0,16.0,nvidia,SSD,512,Windows 11,15.6,FHD,54.0,1.9,23599000.0,1920.0,1080.0
336,336,Laptop Acer Gaming Aspire 7 A715-76G-5806 (NH.QMFSV.002) (i5 12450H/16GB RAM/512GB SSD/RTX 3050 4G/15.6 inch FHD 144Hz/Win11/Đen/Vỏ nhôm) ,Acer,Intel,i5,16.0,16.0,nvidia,SSD,512,Windows 11,15.6,FHD,50.0,2.1,20299000.0,1920.0,1080.0
337,337,Laptop Lenovo Gaming LOQ 15IAX9 (83GS001SVN) (i5 12450HX/12GB RAM/512GB SSD/15.6 FHD 144hz/RTX 2050 4GB/Win11/Xám),Lenovo,Intel,i5,12.0,32.0,nvidia,SSD,512,Windows 11,15.6,FHD,60.0,2.4,18299000.0,1920.0,1080.0
338,338,Laptop Asus Gaming TUF FX507ZC4-HN074W (i5 12500H/8GB RAM/512GB SSD/15.6 FHD 144hz/RTX 3050 4GB/Win11/Xám),Asus,Intel,i5,8.0,32.0,nvidia,SSD,512,Windows 11,15.6,FHD,56.0,2.2,19299000.0,1920.0,1080.0
339,339,Laptop Lenovo Legion 5 Pro 16IAH7H (82RF0043VN) (i7 12700H/16GB RAM/512GB SSD/16 WQXGA 165hz/RTX 3060 6G/Win11/Xám),Lenovo,Intel,i7,16.0,32.0,nvidia,SSD,512,Windows 11,15.6,FHD,80.0,2.4,35349000.0,1920.0,1080.0
340,340,Laptop Acer Gaming Nitro 5 AN515-57-5669 (NH.QEHSV.001) (i5 11400H/8GBRam/512GB SSD/GTX1650 4G/15.6 inch FHD 144Hz/Win 11/Đen),Acer,Intel,i5,8.0,16.0,nvidia,SSD,512,Windows 11,15.6,FHD,57.0,2.2,16299000.0,1920.0,1080.0
341,341,Laptop Acer Gaming Aspire 5 A515-58GM-59LJ (i5 13420H/8GB RAM/512GB SSD/RTX2050 4G/15.6 inch FHD IPS/Win11/Xám) (2023),Acer,Intel,i5,8.0,32.0,intel,SSD,512,Windows 11,15.6,FHD,50.0,1.7,16299000.0,1920.0,1080.0
342,342,Laptop Asus Gaming TUF FX507ZV4-LP042W (i7 12700H/16GB RAM/512GB SSD/15.6 FHD 144hz/RTX4060 8GB/Win11/Xám),Asus,Intel,i7,8.0,32.0,nvidia,SSD,512,Windows 11,15.6,FHD,90.0,2.2,28649000.0,1920.0,1080.0
343,343,Laptop Lenovo Legion 5 15IAH7 (82RC008RVN) (i5 12500H/16GB RAM/512GB SSD/15.6 FHD 165hz/RTX 3050 4GB/Win11/Xám),Lenovo,Intel,i5,8.0,16.0,nvidia,SSD,512,Windows 11,15.6,FHD,80.0,2.35,25299000.0,1920.0,1080.0
344,344,Laptop Asus Gaming TUF FX507ZC4-HN099W (i7 12700H/8GB RAM/512GB SSD/15.6 FHD 144hz/RTX 3050 4GB/Win11/Xám),Asus,Intel,i7,8.0,32.0,nvidia,SSD,512,Windows 11,15.6,FHD,56.0,2.2,21349000.0,1920.0,1080.0
345,345,Laptop Lenovo Gaming LOQ 15IAX9 (83GS000RVN) (i5 12450HX/16GB RAM/512GB SSD/15.6 FHD 144hz/RTX4050 6G/Win11/Xám),Lenovo,Intel,i5,8.0,32.0,nvidia,SSD,512,Windows 11,15.6,FHD,60.0,2.4,24299000.0,1920.0,1080.0
346,346,Laptop Asus Gaming TUF FX506HF-HN014W (i5 11400H/8GB RAM/512GB SSD/15.6 FHD 144hz/RTX 2050 4GB/Win11/Đen),Asus,Intel,i5,8.0,32.0,nvidia,SSD,512,Windows 11,15.6,FHD,48.0,1.7,16299000.0,1920.0,1080.0
347,347,Laptop Lenovo Legion Slim 5 16IRH8 (82YA00BSVN) (i5 13500H/16GB RAM/512GB SSD/16 WQXGA 165hz/RTX 4050 6G/Win11/Xám),Lenovo,Intel,i5,8.0,32.0,nvidia,SSD,512,Windows 11,16.0,FHD,80.0,2.55,32299000.0,2560.0,1600.0
348,348,Laptop Gigabyte G5 (MF-E2VN333SH) (i5 12500H /8GB RAM/512GB SSD/RTX4050 6G/15.6 inch FHD 144Hz/Win 11/Đen),Gigabyte,Intel,i5,8.0,16.0,nvidia,SSD,512,Windows 11,15.6,FHD,54.0,1.9,22300000.0,1920.0,1080.0
349,349,Laptop MSI Gaming Cyborg 15 (A13UC-861VN) (i5-13420H /16GB/512GB SSD/RTX 3050 4GB/ 15.6FHD 144Hz IPS/Win11/Đen) (2024),MSI,Intel,i5,16.0,96.0,nvidia,SSD,512,Windows 11,15.6,FHD,53.5,1.98,21799000.0,1920.0,1080.0
350,350,Laptop MSI Gaming Katana GF66 (11UE-824VN) (i7 11800H 16GB RAM/512GB SSD/RTX3060 6G/15.6 inch FHD 144Hz/Win11/Đen) ,MSI,Intel,i7,16.0,32.0,intel,SSD,512,Windows 10,15.6,FHD,53.5,2.1,27340000.0,1920.0,1080.0
351,351,Laptop MSI Gaming GF63 Thin (11UD-473VN) (i5 11400H/8GB RAM/512GBSSD/RTX3050Ti 4G/15.6 inch FHD/Win11),MSI,Intel,i5,8.0,32.0,nvidia,SSD,512,Windows 10,15.6,FHD,51.0,1.86,21290000.0,1920.0,1080.0
352,352,Laptop MSI Gaming Crosshair 15 (B12UEZ-460VN) (i7 12700H/ 16GB RAM/1TB SSD/RTX3060 6G/15.6 inch QHD 165Hz/win 11) (2022) ,MSI,Intel,i7,16.0,64.0,nvidia,SSD,1024,Windows 11,15.6,QHD,53.5,2.3,20840000.0,2560.0,1440.0
353,353,Laptop Gigabyte Gaming AERO 16 (XE5-73VN938AH) (i7 12700H /16GBRam/2TB SSD/RTX3070Ti 8G/16.0 inch UHD+ AMOLED/Win 11/Bạc) (2022),Gigabyte,Intel,i7,16.0,16.0,nvidia,SSD,2048,Windows 11,15.6,FHD,99.0,2.3,46349000.0,1920.0,1080.0
354,354,Laptop Dell Workstation Mobile Precision 3480 vPro (71024682) (i7-1370P/32GB RAM/1TB SSD/RTX A500 4GB/14 inch FHD/ Win 11 Pro/Xám) ,Dell,Intel,i7,8.0,16.0,nvidia,SSD,1024,Windows 11,14.0,FHD,54.0,1.39,49349000.0,1920.0,1080.0
355,355,Laptop MSI Gaming Cyborg 15 (A12UC-621VN) ((i5 12450H/8GB/512GB SSD/RTX3050 4GB/15.6 inch FHD 144Hz/Win11/Đen) (2023),MSI,Intel,i5,8.0,64.0,intel,SSD,512,Windows 11,15.6,FHD,53.5,1.98,20290000.0,1920.0,1080.0
356,356,Laptop MSI Gaming GF63 Thin (11SC-664VN) (i5-11400H/8GB RAM/512GB SSD/GTX1650 4GB/15.6 inch FHD 144Hz/Win11/Đen),MSI,Intel,i5,8.0,32.0,nvidia,SSD,512,Windows 11,15.6,FHD,51.0,1.86,14490000.0,1920.0,1080.0
357,357,Laptop Dell Mobile Precision Workstation 7680 vPro (71024681) (i7-13850HX/32GB RAM/1TB SSD/RTX2000 Ada 8GB/16 inch FHD+/ Win 11 Pro/Xám) ,Dell,Intel,i7,8.0,16.0,nvidia,SSD,1024,Windows 11,16.0,FHD,83.0,2.6,79349000.0,1920.0,1200.0
358,358,Laptop Dell Mobile Precision Workstation 7680 vPro (71023334) (i7-13850HX /16GB RAM/512GB SSD/RTX2000 Ada 8GB/16 inch FHD+/Ubuntu/Xám) ,Dell,Intel,i7,8.0,16.0,nvidia,SSD,512,Ubuntu,16.0,FHD,83.0,2.6,73049000.0,1920.0,1200.0
359,359,"Laptop Dell Workstation Mobile Precision 5680 vPro Enterprise (71023332) (i7-13800H/16GB RAM/512GB SSD/RTX2000 ADA 8GB, 16 inch FHD+/Ubuntu/Xám) ",Dell,Intel,i7,8.0,16.0,nvidia,SSD,512,Ubuntu,16.0,FHD,100.0,1.905,83349000.0,1920.0,1200.0
360,360,Laptop Dell Workstation Mobile Precision 3581 vPro Enterprise (71024679) (i7-13800H/ 32GB RAM/1TB SSD/A1000 6GB/15.6 inch FHD/Win 11 Pro/Xám) ,Dell,Intel,i7,8.0,16.0,nvidia,SSD,1024,Windows 11,15.6,FHD,64.0,1.795,56349000.0,1920.0,1080.0
361,361,Laptop Asus Gaming TUF FX517ZC-HN079W (i5 12450H/8GB RAM/512GB SSD/15.6 FHD 144hz/RTX 3050 4GB/Win11/Trắng),Asus,Intel,i5,8.0,32.0,intel,SSD,512,Windows 11,15.6,FHD,76.0,1.7,19799000.0,1920.0,1080.0
362,362,Laptop MSI Gaming Katana GF66 (12UDK-814VN) (i7 12650H 16GB RAM/512GB SSD/RTX3050Ti 4G/15.6 inch FHD 144Hz/Win11/Đen),MSI,Intel,i7,16.0,64.0,intel,SSD,512,Windows 11,15.6,FHD,53.5,2.1,25340000.0,1920.0,1080.0
363,363,Laptop Lenovo Legion Slim 5 16IRH8 (82YA00DTVN) (i7 13700H/16GB RAM/1TB SSD/16 WQXGA 165hz/RTX 4060 8G/Win11/Xám),Lenovo,Intel,i7,8.0,32.0,nvidia,SSD,1024,Windows 11,16.0,FHD,80.0,2.4,39849000.0,2560.0,1600.0
364,364,Laptop Dell Allienware Gaming M15 R6 (P109F001CBL) (i7 11800H/32GB RAM/1TB SSD/RTX3060 6G/15.6 inch QHD 240Hz/Win11/OfficeHS21/Xám đen) ,Dell,Intel,i7,32.0,16.0,nvidia,SSD,1024,Windows 11,15.6,QHD,86.0,2.69,40349000.0,2560.0,1440.0
365,365,Laptop Dell Gaming G15 5520 (71000334) (i7 12700H/16GB RAM/ 512GB SSD/RTX3060 6G/15.6 inch FHD 165Hz/ Win11/OfficeHS21/Xám đen) ,Dell,Intel,i7,16.0,16.0,nvidia,SSD,512,Windows 11,15.6,FHD,56.0,1.89,34349000.0,1920.0,1080.0
366,366,Laptop Dell Workstation Mobile Precision 5570 vPro (i7 12800H/16GB RAM/512GB SSD/RTX A2000 8G/15.6 inch UHD+/Cảm ứng/Ubuntu/Xám/vỏ nhôm),Dell,Intel,i7,8.0,16.0,nvidia,SSD,512,Ubuntu,15.6,FHD,41.0,1.88,74349000.0,3840.0,2400.0
367,367,Laptop Asus Gaming ROG Strix G512-IAL001T (i7 10750H/8GB RAM/512GB SSD/15.6 FHD 144hz/GTX 1650Ti 4GB/Win10/Đen),Dell,Intel,i7,8.0,16.0,nvidia,SSD,512,Windows 10,15.6,FHD,48.0,2.277,27119000.0,1920.0,1080.0
368,368,Laptop Asus ROG Zephyrus S GX502GW-ES021T (i7 9750H/16GB RAM/512GB SSD/15.6 inch FHD/RTX 2070 8GB/Win 10/Đen),Asus,Intel,i7,16.0,16.0,nvidia,SSD,512,Windows 10,15.6,FHD,76.0,2.063,57349000.0,1920.0,1080.0
369,369,Laptop Dell Workstation Mobile Precision 7560 vPro (01MTXT756011850H.01) (i7 11850H/16GB RAM/512GB SSD/RTX A4000 8G/15.6 inch FHD 500nits/Ubuntu/Xám),Dell,Intel,i7,8.0,16.0,nvidia,SSD,512,Ubuntu,15.6,FHD,95.0,2.45,77849000.0,1920.0,1080.0
370,370,Laptop Gigabyte Gaming AORUS 17 (XE5-73VN534GH) (i7 12700H /16GB Ram/1TB SSD/RTX3070Ti 8G/17.3 inch FHD 360Hz/Win 11/Đen) ,Gigabyte,Intel,i7,16.0,16.0,nvidia,SSD,1024,Windows 11,17.3,FHD,99.0,2.7,54449000.0,1920.0,1080.0
371,371,Laptop Dell Workstation Mobile Precision 3571 vPro (i7 12800H/16GB RAM/512GB SSD/Nvidia T600 4G/15.6 inch FHD/Ubuntu/Xám),Dell,Intel,i7,8.0,16.0,nvidia,SSD,512,Ubuntu,15.6,FHD,64.0,1.79,41049000.0,1920.0,1080.0
372,372,Laptop Dell Workstation Mobile Precision 3571 vPro (i7 12800H/16GB RAM/512GB SSD/RTX A1000 4G/15.6 inch FHD/Ubuntu/Xám),Dell,Intel,i7,8.0,16.0,nvidia,SSD,512,Ubuntu,15.6,FHD,64.0,1.79,42049000.0,1920.0,1080.0
373,373,Laptop Dell Gaming G15 5520 (i7H165W11GR3050Ti) (i7 12700H/16GB RAM/ 512GB SSD/RTX3050Ti 4G/15.6 inch FHD 165Hz/Win11/OfficeHS21/Xám đen) ,Dell,Intel,i7,16.0,16.0,nvidia,SSD,512,Windows 11,15.6,FHD,56.0,1.89,34349000.0,1920.0,1080.0
374,374,Laptop Acer Gaming Nitro 5 AN515-58-79UJ (NH.QHYSV.001) (i7 12700H/16GB Ram/512GB SSD/RTX3060 6G/15.6 inch FHD 165Hz/Win 11/Đen) ,Acer,Intel,i7,16.0,16.0,nvidia,SSD,512,Windows 11,15.6,FHD,57.5,2.5,37839000.0,1920.0,1080.0
375,375,Laptop Acer Gaming Predator Helios Neo PHN16-71-547E (NH.QLUSV.00A) (i5-13500HX /16GB RAM/512GB SSD/RTX4060 8G/16 inch 2K 165Hz/Win 11/Đen),Acer,Intel,i5,16.0,16.0,intel,SSD,512,Windows 11,16.0,FHD,90.0,2.6,40299000.0,2560.0,1600.0
376,376,Laptop Acer Gaming Predator Helios 300 PH315-55-751D (NH.QFTSV.002) (i7 12700H/16GB RAM/512GB SSD/RTX3070Ti 8G/15.6 inch QHD 165Hz/Win 11/Đen) ,Acer,Intel,i7,16.0,16.0,nvidia,SSD,512,Windows 11,15.6,QHD,59.0,2.3,46349000.0,2560.0,1440.0
377,377,Laptop Acer Gaming Nitro 5 Tiger AN515-58-5935 (NH.QLZSV.001) (i5 12450H/8GB Ram/512GB SSD/RTX4050 6G/15.6 inch FHD 144Hz/Win 11/Đen) (2023),Acer,Intel,i5,8.0,16.0,nvidia,SSD,512,Windows 11,15.6,FHD,57.5,2.5,26099000.0,1920.0,1080.0
378,378,Laptop Gigabyte Gaming AORUS 15 (XE4-73VNB14GH) (i7 12700H /16GBRam/1TB SSD/RTX3070Ti 8G/15.6 inch QHD 165Hz/Win 11/Đen) (2022),Gigabyte,Intel,i7,16.0,16.0,nvidia,SSD,1024,Windows 11,15.6,FHD,99.0,2.4,37349000.0,1920.0,1080.0
379,379,Laptop Acer Gaming Predator Helios Neo PHN16-71-54CD (NH.QLTSV.001) (i5 13500HX/8GB RAM/512GB SSD/RTX4050 6G/16 inch 2K 165Hz/Win 11/Đen/Vỏ nhôm) ,Acer,Intel,i5,8.0,16.0,intel,SSD,512,Windows 11,16.0,FHD,90.0,2.6,34999000.0,2560.0,1600.0
380,380,Laptop Acer Gaming Predator Helios Neo PHN16-71-59TN (NH.QLUSV.003) (i5 13500HX/16GB RAM/512GB SSD/RTX4060 8G/16 inch 2K 165Hz/Win 11/Đen/Vỏ nhôm) ,Acer,Intel,i5,16.0,16.0,intel,SSD,512,Windows 11,16.0,FHD,90.0,2.6,39999000.0,2560.0,1600.0
381,381,Laptop Acer Nitro 5 Eagle AN515-57-53F9 (NH.QENSV.008) (i5 11400H/8GB RAM/512GB SSD/RTX3050 4G/15.6 inch FHD 144Hz/Win 11/Đen),Acer,Intel,i5,8.0,32.0,intel,SSD,2048,Windows 11,15.6,FHD,57.5,2.2,20299000.0,1920.0,1080.0
